resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
7626,4,7,5,11,20,13,13,13,0.0,57,+1:18.805,5586987,30,9,1:35.410,204.205,1
7627,4,13,6,3,8,14,14,14,0.0,56,\N,\N,41,7,1:35.065,204.946,11
7628,4,21,10,21,17,15,15,15,0.0,56,\N,\N,9,19,1:36.376,202.158,11
7629,4,16,10,20,19,16,16,16,0.0,56,\N,\N,28,18,1:36.219,202.488,11
7630,4,67,5,12,16,17,17,17,0.0,56,\N,\N,38,20,1:36.473,201.954,11
7631,4,9,2,5,13,18,18,18,0.0,56,\N,\N,50,13,1:35.706,203.573,11
7632,4,2,2,6,14,19,19,19,0.0,56,\N,\N,52,16,1:35.924,203.110,11
7633,4,6,3,17,12,\N,R,20,0.0,48,\N,\N,39,17,1:36.153,202.627,51
7634,5,18,23,22,1,1,1,1,10.0,66,1:37:19.202,5839202,17,2,1:22.899,202.149,1
7635,5,22,23,23,3,2,2,2,8.0,66,+13.056,5852258,28,1,1:22.762,202.484,1
7636,5,17,9,14,5,3,3,3,6.0,66,+13.924,5853126,18,5,1:23.112,201.631,1
7637,5,20,9,15,2,4,4,4,5.0,66,+18.941,5858143,41,4,1:23.090,201.684,1
7638,5,4,4,7,8,5,5,5,4.0,66,+43.166,5882368,14,6,1:23.420,200.887,1
7639,5,13,6,3,4,6,6,6,3.0,66,+50.827,5890029,14,3,1:23.089,201.687,1
7640,5,2,2,6,13,7,7,7,2.0,66,+52.312,5891514,29,10,1:23.878,199.790,1
7641,5,3,3,16,9,8,8,8,1.0,66,+1:05.211,5904413,24,7,1:23.621,200.404,1
7642,5,1,1,1,14,9,9,9,0.0,65,\N,\N,29,9,1:23.839,199.883,11
7643,5,10,7,10,6,10,10,10,0.0,65,\N,\N,44,12,1:24.134,199.182,11
7644,5,9,2,5,10,11,11,11,0.0,65,\N,\N,26,11,1:24.078,199.314,11
7645,5,12,4,8,12,12,12,12,0.0,65,\N,\N,41,14,1:24.286,198.823,11
7646,5,6,3,17,11,13,13,13,0.0,65,\N,\N,38,13,1:24.155,199.132,11
7647,5,21,10,21,20,14,14,14,0.0,65,\N,\N,63,8,1:23.796,199.985,11
7648,5,8,6,4,16,\N,R,15,0.0,17,\N,\N,16,15,1:24.490,198.342,9
7649,5,5,1,2,18,\N,R,16,0.0,7,\N,\N,6,16,1:28.719,188.888,6
7650,5,15,7,9,7,\N,R,17,0.0,0,\N,\N,\N,\N,\N,\N,4
7651,5,67,5,12,15,\N,R,18,0.0,0,\N,\N,\N,\N,\N,\N,4
7652,5,7,5,11,17,\N,R,19,0.0,0,\N,\N,\N,\N,\N,\N,4
7653,5,16,10,20,19,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,4
7654,6,18,23,22,1,1,1,1,10.0,78,1:40:44.282,6044282,49,2,1:15.190,159.914,1
7655,6,22,23,23,3,2,2,2,8.0,78,+7.666,6051948,46,7,1:15.685,158.868,1
7656,6,8,6,4,2,3,3,3,6.0,78,+13.442,6057724,47,5,1:15.382,159.507,1
7657,6,13,6,3,5,4,4,4,5.0,78,+15.110,6059392,50,1,1:15.154,159.991,1
7658,6,17,9,14,8,5,5,5,4.0,78,+15.730,6060012,45,3,1:15.321,159.636,1
7659,6,3,3,16,6,6,6,6,3.0,78,+33.586,6077868,48,9,1:15.772,158.686,1
7660,6,4,4,7,9,7,7,7,2.0,78,+37.839,6082121,64,4,1:15.371,159.530,1
7661,6,7,5,11,14,8,8,8,1.0,78,+1:03.142,6107424,47,13,1:16.178,157.840,1
7662,6,21,10,21,13,9,9,9,0.0,78,+1:05.040,6109322,74,16,1:16.419,157.343,1
7663,6,10,7,10,20,10,10,10,0.0,77,\N,\N,72,12,1:16.066,158.073,11
7664,6,2,2,6,16,11,11,11,0.0,77,\N,\N,49,15,1:16.268,157.654,11
7665,6,1,1,1,19,12,12,12,0.0,77,\N,\N,65,8,1:15.706,158.824,11
7666,6,15,7,9,18,13,13,13,0.0,77,\N,\N,57,11,1:16.011,158.187,11
7667,6,16,10,20,15,14,14,14,0.0,77,\N,\N,66,14,1:16.245,157.702,11
7668,6,6,3,17,10,15,15,15,0.0,76,\N,\N,73,10,1:15.792,158.644,3
7669,6,5,1,2,7,\N,R,16,0.0,51,\N,\N,48,6,1:15.672,158.896,3
7670,6,9,2,5,17,\N,R,17,0.0,28,\N,\N,25,17,1:17.558,155.032,23
7671,6,20,9,15,4,\N,R,18,0.0,15,\N,\N,15,18,1:17.634,154.880,3
7672,6,12,4,8,12,\N,R,19,0.0,10,\N,\N,7,19,1:18.514,153.144,4
7673,6,67,5,12,11,\N,R,20,0.0,10,\N,\N,7,20,1:18.582,153.012,4
7674,7,18,23,22,2,1,1,1,10.0,58,1:26:24.848,5184848,40,1,1:27.579,219.422,1
7675,7,17,9,14,4,2,2,2,8.0,58,+6.714,5191562,42,3,1:27.809,218.847,1
7676,7,20,9,15,1,3,3,3,6.0,58,+7.461,5192309,51,2,1:27.622,219.314,1
7677,7,15,7,9,5,4,4,4,5.0,58,+27.843,5212691,40,4,1:27.868,218.700,1
7678,7,3,3,16,9,5,5,5,4.0,58,+31.539,5216387,36,11,1:28.222,217.823,1
7679,7,13,6,3,7,6,6,6,3.0,58,+39.996,5224844,41,9,1:28.176,217.936,1
7680,7,9,2,5,10,7,7,7,2.0,58,+46.247,5231095,58,7,1:28.008,218.352,1
7681,7,10,7,10,13,8,8,8,1.0,58,+46.959,5231807,56,5,1:27.883,218.663,1
7682,7,8,6,4,6,9,9,9,0.0,58,+50.246,5235094,58,8,1:28.061,218.221,1
7683,7,4,4,7,8,10,10,10,0.0,58,+1:02.420,5247268,57,13,1:28.389,217.411,1
7684,7,2,2,6,11,11,11,11,0.0,58,+1:04.327,5249175,43,10,1:28.214,217.842,1
7685,7,6,3,17,12,12,12,12,0.0,58,+1:06.376,5251224,58,6,1:27.988,218.402,1
7686,7,1,1,1,16,13,13,13,0.0,58,+1:20.454,5265302,53,15,1:28.562,216.986,1
7687,7,5,1,2,14,14,14,14,0.0,57,\N,\N,41,18,1:29.174,215.497,11
7688,7,67,5,12,18,15,15,15,0.0,57,\N,\N,57,16,1:28.624,216.835,11
7689,7,12,4,8,17,16,16,16,0.0,57,\N,\N,45,12,1:28.340,217.532,11
7690,7,16,10,20,15,17,17,17,0.0,57,\N,\N,55,19,1:29.192,215.454,11
7691,7,7,5,11,20,18,18,18,0.0,57,\N,\N,53,17,1:29.022,215.865,11
7692,7,22,23,23,3,\N,R,19,0.0,47,\N,\N,37,14,1:28.526,217.075,6
7693,7,21,10,21,19,\N,R,20,0.0,4,\N,\N,3,20,1:34.070,204.281,23
7694,8,20,9,15,1,1,1,1,10.0,60,1:22:49.328,4969328,16,1,1:20.735,229.238,1
7695,8,17,9,14,3,2,2,2,8.0,60,+15.188,4984516,57,2,1:20.915,228.728,1
7696,8,22,23,23,2,3,3,3,6.0,60,+41.175,5010503,18,5,1:21.429,227.285,1
7697,8,13,6,3,11,4,4,4,5.0,60,+45.043,5014371,22,6,1:21.509,227.062,1
7698,8,3,3,16,7,5,5,5,4.0,60,+45.915,5015243,17,3,1:21.054,228.336,1
7699,8,18,23,22,6,6,6,6,3.0,60,+46.285,5015613,54,4,1:21.189,227.956,1
7700,8,15,7,9,4,7,7,7,2.0,60,+1:08.307,5037635,17,9,1:21.806,226.237,1
7701,8,8,6,4,9,8,8,8,1.0,60,+1:09.622,5038950,14,7,1:21.656,226.653,1
7702,8,10,7,10,8,9,9,9,0.0,60,+1:09.823,5039151,51,8,1:21.671,226.611,1
7703,8,21,10,21,16,10,10,10,0.0,60,+1:11.522,5040850,20,10,1:21.810,226.226,1
7704,8,6,3,17,5,11,11,11,0.0,60,+1:14.023,5043351,14,11,1:21.845,226.129,1
7705,8,12,4,8,14,12,12,12,0.0,59,\N,\N,25,17,1:22.505,224.320,11
7706,8,9,2,5,12,13,13,13,0.0,59,\N,\N,41,14,1:22.182,225.202,11
7707,8,4,4,7,10,14,14,14,0.0,59,\N,\N,36,12,1:21.852,226.110,11
7708,8,2,2,6,15,15,15,15,0.0,59,\N,\N,59,13,1:21.956,225.823,11
7709,8,1,1,1,18,16,16,16,0.0,59,\N,\N,24,18,1:22.576,224.128,11
7710,8,16,10,20,20,17,17,17,0.0,59,\N,\N,50,20,1:23.475,221.714,11
7711,8,67,5,12,19,18,18,18,0.0,59,\N,\N,24,19,1:22.711,223.762,11
7712,8,7,5,11,17,\N,R,19,0.0,37,\N,\N,26,16,1:22.466,224.427,4
7713,8,5,1,2,13,\N,R,20,0.0,36,\N,\N,32,15,1:22.418,224.557,4
7714,9,17,9,14,1,1,1,1,10.0,60,1:36:43.310,5803310,37,3,1:34.003,197.151,1
7715,9,20,9,15,4,2,2,2,8.0,60,+9.252,5812562,42,4,1:34.089,196.970,1
7716,9,13,6,3,8,3,3,3,6.0,60,+15.906,5819216,53,8,1:34.458,196.201,1
7717,9,3,3,16,15,4,4,4,5.0,60,+21.099,5824409,50,7,1:34.403,196.315,1
7718,9,18,23,22,3,5,5,5,4.0,60,+23.609,5826919,53,6,1:34.252,196.630,1
7719,9,22,23,23,2,6,6,6,3.0,60,+24.468,5827778,54,11,1:34.676,195.749,1
7720,9,4,4,7,12,7,7,7,2.0,60,+24.888,5828198,49,1,1:33.365,198.498,1
7721,9,5,1,2,6,8,8,8,1.0,60,+58.692,5862002,59,17,1:35.524,194.011,1
7722,9,10,7,10,20,9,9,9,0.0,60,+1:01.457,5864767,40,16,1:35.369,194.327,1
7723,9,2,2,6,11,10,10,10,0.0,60,+1:01.925,5865235,42,10,1:34.559,195.991,1
7724,9,21,10,21,18,11,11,11,0.0,60,+1:02.327,5865637,54,13,1:35.301,194.465,1
7725,9,6,3,17,13,12,12,12,0.0,60,+1:02.876,5866186,49,5,1:34.238,196.659,1
7726,9,12,4,8,10,13,13,13,0.0,60,+1:08.328,5871638,46,12,1:34.876,195.337,1
7727,9,9,2,5,16,14,14,14,0.0,60,+1:09.555,5872865,47,9,1:34.537,196.037,1
7728,9,16,10,20,7,15,15,15,0.0,60,+1:11.941,5875251,43,14,1:35.366,194.333,1
7729,9,67,5,12,17,16,16,16,0.0,60,+1:30.225,5893535,24,19,1:36.279,192.490,1
7730,9,15,7,9,14,17,17,17,0.0,60,+1:30.970,5894280,52,2,1:33.654,197.885,1
7731,9,1,1,1,5,18,18,18,0.0,59,\N,\N,46,15,1:35.367,194.331,11
7732,9,8,6,4,9,\N,R,19,0.0,34,\N,\N,4,18,1:36.080,192.889,5
7733,9,7,5,11,19,\N,R,20,0.0,18,\N,\N,10,20,1:37.498,190.083,9
7734,10,1,1,1,4,1,1,1,10.0,70,1:38:23.876,5903876,16,4,1:22.479,191.219,1
7735,10,8,6,4,7,2,2,2,8.0,70,+11.529,5915405,70,2,1:22.434,191.323,1
7736,10,17,9,14,3,3,3,3,6.0,70,+16.886,5920762,65,1,1:21.931,192.498,1
7737,10,3,3,16,5,4,4,4,5.0,70,+26.967,5930843,65,3,1:22.468,191.245,1
7738,10,5,1,2,6,5,5,5,4.0,70,+34.392,5938268,63,8,1:22.958,190.115,1
7739,10,10,7,10,13,6,6,6,3.0,70,+35.237,5939113,63,5,1:22.506,191.157,1
7740,10,18,23,22,8,7,7,7,2.0,70,+55.088,5958964,57,6,1:22.706,190.694,1
7741,10,15,7,9,11,8,8,8,1.0,70,+1:08.172,5972048,65,13,1:23.261,189.423,1
7742,10,6,3,17,9,9,9,9,0.0,70,+1:08.774,5972650,55,11,1:23.180,189.608,1
7743,10,22,23,23,12,10,10,10,0.0,70,+1:09.256,5973132,55,9,1:23.024,189.964,1
7744,10,2,2,6,15,11,11,11,0.0,70,+1:10.612,5974488,65,14,1:23.282,189.375,1
7745,10,12,4,8,14,12,12,12,0.0,70,+1:11.512,5975388,65,15,1:23.418,189.067,1
7746,10,9,2,5,18,13,13,13,0.0,70,+1:14.046,5977922,65,12,1:23.224,189.507,1
7747,10,21,10,21,16,14,14,14,0.0,69,\N,\N,40,10,1:23.174,189.621,11
7748,10,153,5,11,19,15,15,15,0.0,69,\N,\N,69,16,1:23.444,189.008,11
7749,10,67,5,12,10,16,16,16,0.0,69,\N,\N,69,7,1:22.955,190.122,11
7750,10,20,9,15,2,\N,R,17,0.0,29,\N,\N,18,17,1:23.457,188.978,22
7751,10,4,4,7,1,\N,R,18,0.0,15,\N,\N,4,18,1:23.529,188.815,36
7752,10,16,10,20,17,\N,R,19,0.0,1,\N,\N,\N,\N,\N,\N,25
7753,10,13,6,3,0,\N,W,20,0.0,0,\N,\N,\N,\N,\N,\N,54
7754,11,22,23,23,3,1,1,1,10.0,57,1:35:51.289,5751289,39,3,1:38.990,197.074,1
7755,11,1,1,1,1,2,2,2,8.0,57,+2.358,5753647,57,4,1:39.056,196.943,1
7756,11,8,6,4,6,3,3,3,6.0,57,+15.994,5767283,39,5,1:39.207,196.643,1
7757,11,5,1,2,2,4,4,4,5.0,57,+20.032,5771321,56,7,1:39.341,196.378,1
7758,11,3,3,16,7,5,5,5,4.0,57,+20.870,5772159,52,6,1:39.329,196.401,1
7759,11,4,4,7,8,6,6,6,3.0,57,+27.744,5779033,46,10,1:39.494,196.076,1
7760,11,18,23,22,5,7,7,7,2.0,57,+34.913,5786202,46,2,1:38.874,197.305,1
7761,11,9,2,5,10,8,8,8,1.0,57,+36.667,5787956,55,8,1:39.374,196.312,1
7762,11,17,9,14,9,9,9,9,0.0,57,+44.910,5796199,50,11,1:39.528,196.009,1
7763,11,16,10,20,12,10,10,10,0.0,57,+47.935,5799224,36,12,1:39.622,195.824,1
7764,11,2,2,6,11,11,11,11,0.0,57,+48.822,5800111,53,13,1:39.704,195.663,1
7765,11,21,10,21,16,12,12,12,0.0,57,+1:03.614,5814903,53,17,1:40.111,194.867,1
7766,11,15,7,9,18,13,13,13,0.0,57,+1:04.527,5815816,52,15,1:39.941,195.199,1
7767,11,10,7,10,13,14,14,14,0.0,57,+1:26.519,5837808,55,1,1:38.683,197.687,1
7768,11,154,4,8,14,15,15,15,0.0,57,+1:31.774,5843063,41,9,1:39.428,196.206,1
7769,11,153,5,11,19,16,16,16,0.0,56,\N,\N,29,19,1:40.935,193.276,11
7770,11,69,6,3,20,17,17,17,0.0,56,\N,\N,52,18,1:40.590,193.939,11
7771,11,6,3,17,17,18,18,18,0.0,54,\N,\N,53,14,1:39.747,195.578,13
7772,11,67,5,12,15,\N,R,19,0.0,41,\N,\N,37,20,1:41.042,193.072,23
7773,11,20,9,15,4,\N,R,20,0.0,23,\N,\N,13,16,1:39.992,195.099,5
7774,12,8,6,4,6,1,1,1,10.0,44,1:23:50.995,5030995,42,4,1:47.674,234.173,1
7775,12,21,10,21,1,2,2,2,8.0,44,+0.939,5031934,43,6,1:47.737,234.036,1
7776,12,20,9,15,8,3,3,3,6.0,44,+3.875,5034870,38,1,1:47.263,235.070,1
7777,12,9,2,5,5,4,4,4,5.0,44,+9.966,5040961,41,3,1:47.664,234.195,1
7778,12,2,2,6,3,5,5,5,4.0,44,+11.276,5042271,35,2,1:47.371,234.834,1
7779,12,5,1,2,15,6,6,6,3.0,44,+32.763,5063758,24,13,1:48.348,232.716,1
7780,12,22,23,23,4,7,7,7,2.0,44,+35.461,5066456,37,12,1:48.257,232.912,1
7781,12,3,3,16,10,8,8,8,1.0,44,+36.208,5067203,41,8,1:47.766,233.973,1
7782,12,17,9,14,9,9,9,9,0.0,44,+36.959,5067954,39,9,1:47.783,233.936,1
7783,12,10,7,10,7,10,10,10,0.0,44,+41.490,5072485,40,5,1:47.736,234.038,1
7784,12,16,10,20,11,11,11,11,0.0,44,+42.636,5073631,42,10,1:47.859,233.771,1
7785,12,67,5,12,16,12,12,12,0.0,44,+46.106,5077101,42,7,1:47.763,233.980,1
7786,12,6,3,17,18,13,13,13,0.0,44,+54.241,5085236,42,11,1:48.205,233.024,1
7787,12,69,6,3,20,14,14,14,0.0,44,+1:42.177,5133172,41,15,1:49.803,229.633,1
7788,12,4,4,7,13,\N,R,15,0.0,26,\N,\N,23,14,1:48.634,232.104,31
7789,12,15,7,9,2,\N,R,16,0.0,21,\N,\N,16,16,1:50.029,229.161,23
7790,12,18,23,22,14,\N,R,17,0.0,0,\N,\N,\N,\N,\N,\N,4
7791,12,154,4,8,19,\N,R,18,0.0,0,\N,\N,\N,\N,\N,\N,4
7792,12,1,1,1,12,\N,R,19,0.0,0,\N,\N,\N,\N,\N,\N,4
7793,12,153,5,11,17,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,4
7794,13,22,23,23,5,1,1,1,10.0,53,1:16:21.706,4581706,48,5,1:24.967,245.445,1
7795,13,18,23,22,6,2,2,2,8.0,53,+2.866,4584572,46,4,1:24.935,245.538,1
7796,13,8,6,4,3,3,3,3,6.0,53,+30.664,4612370,36,2,1:24.761,246.042,1
7797,13,16,10,20,2,4,4,4,5.0,53,+31.131,4612837,36,1,1:24.739,246.106,1
7798,13,4,4,7,8,5,5,5,4.0,53,+59.182,4640888,50,8,1:25.199,244.777,1
7799,13,5,1,2,4,6,6,6,3.0,53,+1:00.693,4642399,51,6,1:25.109,245.036,1
7800,13,2,2,6,15,7,7,7,2.0,53,+1:22.412,4664118,30,9,1:25.488,243.950,1
7801,13,20,9,15,9,8,8,8,1.0,53,+1:25.407,4667113,50,7,1:25.194,244.791,1
7802,13,21,6,3,14,9,9,9,0.0,53,+1:26.856,4668562,28,10,1:25.498,243.921,1
7803,13,6,3,17,17,10,10,10,0.0,53,+2:42.163,4743869,51,16,1:25.976,242.565,1
7804,13,10,7,10,16,11,11,11,0.0,53,+2:43.925,4745631,50,14,1:25.751,243.201,1
7805,13,1,1,1,1,12,12,12,0.0,52,\N,\N,52,3,1:24.802,245.923,3
7806,13,67,5,12,19,13,13,13,0.0,52,\N,\N,50,11,1:25.564,243.733,11
7807,13,15,7,9,11,14,14,14,0.0,52,\N,\N,49,13,1:25.700,243.346,11
7808,13,154,4,8,12,15,15,15,0.0,52,\N,\N,51,12,1:25.609,243.605,11
7809,13,3,3,16,18,16,16,16,0.0,51,\N,\N,50,15,1:25.901,242.777,12
7810,13,24,10,21,7,\N,R,17,0.0,22,\N,\N,22,17,1:26.041,242.382,7
7811,13,153,5,11,20,\N,R,18,0.0,19,\N,\N,17,19,1:27.846,237.401,31
7812,13,9,2,5,13,\N,R,19,0.0,15,\N,\N,12,18,1:27.819,237.474,44
7813,13,17,9,14,10,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,4
7814,14,1,1,1,1,1,1,1,10.0,61,1:56:06.337,6966337,36,2,1:48.345,168.561,1
7815,14,10,7,10,6,2,2,2,8.0,61,+9.634,6975971,34,6,1:48.396,168.482,1
7816,14,4,4,7,5,3,3,3,6.0,61,+16.624,6982961,53,1,1:48.240,168.725,1
7817,14,20,9,15,2,4,4,4,5.0,61,+20.621,6986958,10,7,1:48.398,168.479,1
7818,14,18,23,22,11,5,5,5,4.0,61,+30.015,6996352,54,4,1:48.369,168.524,1
7819,14,22,23,23,9,6,6,6,3.0,61,+31.858,6998195,50,8,1:48.598,168.168,1
7820,14,5,1,2,8,7,7,7,2.0,61,+36.157,7002494,36,11,1:49.283,167.114,1
7821,14,9,2,5,7,8,8,8,1.0,61,+55.054,7021391,44,10,1:48.847,167.784,1
7822,14,6,3,17,10,9,9,9,0.0,61,+56.054,7022391,45,13,1:49.371,166.980,1
7823,14,8,6,4,12,10,10,10,0.0,61,+58.892,7025229,54,5,1:48.391,168.490,1
7824,14,3,3,16,3,11,11,11,0.0,61,+59.777,7026114,9,3,1:48.352,168.550,1
7825,14,15,7,9,14,12,12,12,0.0,61,+1:13.009,7039346,54,9,1:48.816,167.831,1
7826,14,21,6,3,17,13,13,13,0.0,61,+1:19.890,7046227,49,14,1:49.417,166.910,1
7827,14,24,10,21,19,14,14,14,0.0,61,+1:33.502,7059839,48,15,1:49.852,166.249,1
7828,14,153,5,11,16,\N,R,15,0.0,47,\N,\N,32,18,1:52.483,162.360,23
7829,14,67,5,12,13,\N,R,16,0.0,47,\N,\N,17,16,1:50.636,165.071,6
7830,14,17,9,14,4,\N,R,17,0.0,45,\N,\N,35,12,1:49.319,167.059,23
7831,14,16,10,20,15,\N,R,18,0.0,23,\N,\N,15,19,1:52.623,162.158,4
7832,14,2,2,6,20,\N,R,19,0.0,19,\N,\N,18,17,1:51.346,164.018,4
7833,14,154,4,8,18,\N,R,20,0.0,3,\N,\N,2,20,1:57.192,155.836,23
7834,15,20,9,15,1,1,1,1,10.0,53,1:28:20.443,5300443,43,2,1:32.572,225.826,1
7835,15,15,7,9,2,2,2,2,8.0,53,+4.877,5305320,38,4,1:33.152,224.420,1
7836,15,1,1,1,3,3,3,3,6.0,53,+6.472,5306915,13,6,1:33.259,224.162,1
7837,15,8,6,4,5,4,4,4,5.0,53,+7.940,5308383,33,3,1:32.999,224.789,1
7838,15,3,3,16,7,5,5,5,4.0,53,+8.793,5309236,43,9,1:33.595,223.358,1
7839,15,2,2,6,4,6,6,6,3.0,53,+9.509,5309952,13,10,1:33.600,223.346,1
7840,15,22,23,23,6,7,7,7,2.0,53,+10.641,5311084,17,13,1:33.910,222.608,1
7841,15,18,23,22,10,8,8,8,1.0,53,+11.474,5311917,42,5,1:33.251,224.182,1
7842,15,9,2,5,9,9,9,9,0.0,53,+11.777,5312220,44,7,1:33.334,223.982,1
7843,15,4,4,7,16,10,10,10,0.0,53,+13.065,5313508,28,14,1:33.946,222.523,1
7844,15,5,1,2,11,11,11,11,0.0,53,+13.735,5314178,35,12,1:33.801,222.867,1
7845,15,21,6,3,14,12,12,12,0.0,53,+14.596,5315039,33,8,1:33.479,223.635,1
7846,15,16,10,20,8,13,13,13,0.0,53,+14.959,5315402,36,11,1:33.668,223.184,1
7847,15,24,10,21,18,14,14,14,0.0,53,+15.734,5316177,36,16,1:34.294,221.702,1
7848,15,6,3,17,15,15,15,15,0.0,53,+17.973,5318416,26,18,1:34.783,220.558,1
7849,15,154,4,8,17,16,16,16,0.0,52,\N,\N,39,17,1:34.643,220.884,11
7850,15,17,9,14,19,17,17,17,0.0,51,\N,\N,50,1,1:32.569,225.833,12
7851,15,153,5,11,12,\N,R,18,0.0,43,\N,\N,34,15,1:34.049,222.279,3
7852,15,67,5,12,13,\N,R,19,0.0,11,\N,\N,5,19,1:35.392,219.150,8
7853,15,10,7,10,20,\N,W,20,0.0,0,\N,\N,\N,\N,\N,\N,73
7854,16,17,9,14,2,1,1,1,10.0,71,1:32:23.081,5543081,25,1,1:13.733,210.386,1
7855,16,9,2,5,8,2,2,2,8.0,71,+7.626,5550707,38,4,1:14.155,209.188,1
7856,16,1,1,1,17,3,3,3,6.0,71,+18.944,5562025,59,6,1:14.345,208.654,1
7857,16,20,9,15,15,4,4,4,5.0,71,+19.652,5562733,59,2,1:13.890,209.939,1
7858,16,18,23,22,14,5,5,5,4.0,71,+29.005,5572086,46,7,1:14.353,208.631,1
7859,16,8,6,4,5,6,6,6,3.0,71,+33.340,5576421,47,9,1:14.558,208.058,1
7860,16,67,5,12,6,7,7,7,2.0,71,+35.991,5579072,58,10,1:14.563,208.044,1
7861,16,22,23,23,1,8,8,8,1.0,71,+45.454,5588535,20,3,1:13.950,209.768,1
7862,16,5,1,2,16,9,9,9,0.0,71,+48.499,5591580,68,5,1:14.303,208.772,1
7863,16,155,7,10,11,10,10,10,0.0,71,+1:03.324,5606405,71,11,1:14.676,207.729,1
7864,16,21,6,3,19,11,11,11,0.0,71,+1:10.665,5613746,55,14,1:14.931,207.022,1
7865,16,24,10,21,20,12,12,12,0.0,71,+1:11.388,5614469,43,16,1:14.990,206.859,1
7866,16,154,4,8,13,13,13,13,0.0,70,\N,\N,54,12,1:14.789,207.415,11
7867,16,153,5,11,12,14,14,14,0.0,70,\N,\N,59,13,1:14.861,207.216,11
7868,16,6,3,17,9,\N,R,15,0.0,30,\N,\N,21,17,1:15.073,206.630,3
7869,16,3,3,16,7,\N,R,16,0.0,27,\N,\N,16,8,1:14.370,208.584,6
7870,16,2,2,6,18,\N,R,17,0.0,21,\N,\N,19,15,1:14.988,206.865,60
7871,16,16,10,20,3,\N,R,18,0.0,0,\N,\N,\N,\N,\N,\N,3
7872,16,15,7,9,4,\N,R,19,0.0,0,\N,\N,\N,\N,\N,\N,3
7873,16,4,4,7,10,\N,R,20,0.0,0,\N,\N,\N,\N,\N,\N,3
16067,17,20,9,15,2,1,1,1,10.0,55,1:34:03.414,5643414,54,1,1:40.279,199.387,1
16068,17,17,9,14,3,2,2,2,8.0,55,+17.857,5661271,14,5,1:40.571,198.808,1
16069,17,18,23,22,5,3,3,3,6.0,55,+18.467,5661881,49,6,1:40.642,198.668,1
16070,17,22,23,23,4,4,4,4,5.0,55,+22.735,5666149,54,4,1:40.449,199.050,1
16071,17,2,2,6,8,5,5,5,4.0,55,+26.253,5669667,54,7,1:40.672,198.609,1
16072,17,155,7,10,12,6,6,6,3.0,55,+28.343,5671757,55,11,1:40.779,198.398,1
16073,17,15,7,9,6,7,7,7,2.0,55,+34.366,5677780,49,8,1:40.723,198.508,1
16074,17,67,5,12,10,8,8,8,1.0,55,+41.294,5684708,55,2,1:40.326,199.294,1
16075,17,3,3,16,9,9,9,9,0.0,55,+45.941,5689355,49,15,1:40.997,197.970,1
16076,17,9,2,5,7,10,10,10,0.0,55,+48.180,5691594,54,14,1:40.924,198.113,1
16077,17,5,1,2,18,11,11,11,0.0,55,+52.798,5696212,53,18,1:41.316,197.346,1
16078,17,8,6,4,11,12,12,12,0.0,55,+54.317,5697731,54,12,1:40.843,198.272,1
16079,17,6,3,17,13,13,13,13,0.0,55,+59.839,5703253,54,9,1:40.754,198.447,1
16080,17,4,4,7,15,14,14,14,0.0,55,+1:09.687,5713101,54,10,1:40.757,198.441,1
16081,17,24,10,21,16,15,15,15,0.0,55,+1:34.450,5737864,54,17,1:41.277,197.422,1
16082,17,21,6,3,20,16,16,16,0.0,54,\N,\N,54,16,1:41.132,197.705,11
16083,17,16,10,20,17,17,17,17,0.0,54,\N,\N,34,13,1:40.904,198.152,11
16084,17,154,4,8,19,18,18,18,0.0,54,\N,\N,47,19,1:42.274,195.498,11
16085,17,1,1,1,1,\N,R,19,0.0,20,\N,\N,16,3,1:40.367,199.212,23
16086,17,153,5,11,14,\N,R,20,0.0,18,\N,\N,16,20,1:43.318,193.522,6
24626,1031,822,131,77,1,1,1,1,25.0,71,1:30:55.739,5455739,68,2,1:07.657,229.758,1
24627,1031,844,6,16,7,2,2,2,18.0,71,+2.700,5458439,64,4,1:07.901,228.933,1
24628,1031,846,1,4,3,3,3,3,16.0,71,+5.491,5461230,71,1,1:07.475,230.378,1
24629,1031,1,131,44,5,4,4,4,12.0,71,+5.689,5461428,67,3,1:07.712,229.572,1
24630,1031,832,1,55,8,5,5,5,10.0,71,+8.903,5464642,63,5,1:07.974,228.687,1
24631,1031,815,211,11,6,6,6,6,8.0,71,+15.092,5470831,63,6,1:08.305,227.579,1
24632,1031,842,213,10,12,7,7,7,6.0,71,+16.682,5472421,64,11,1:09.025,225.205,1
24633,1031,839,4,31,14,8,8,8,4.0,71,+17.456,5473195,64,10,1:08.932,225.509,1
24634,1031,841,51,99,18,9,9,9,2.0,71,+21.146,5476885,70,9,1:08.796,225.954,1
24635,1031,20,6,5,11,10,10,10,1.0,71,+24.545,5480284,71,8,1:08.623,226.524,1
24636,1031,849,3,6,20,11,11,11,0.0,71,+31.650,5487389,63,16,1:09.662,223.146,1
24637,1031,826,213,26,13,12,12,12,0.0,69,\N,\N,50,13,1:09.135,224.847,22
24638,1031,848,9,23,4,13,13,13,0.0,67,\N,\N,50,7,1:08.432,227.156,40
