raceId,year,round,circuitId,name,date,time,url,driverId,grid,position,datetime,last_circuit_position,last_position,last_position2,last_position3,last_position4,last_position5
814,1953,7,20,German Grand Prix,1953-08-02,\N,http://en.wikipedia.org/wiki/1953_German_Grand_Prix,647.0,1.0,8.0,1953-08-02,1.0,1.0,4.0,1.0,1.0,1.0
814,1953,7,20,German Grand Prix,1953-08-02,\N,http://en.wikipedia.org/wiki/1953_German_Grand_Prix,647.0,1.0,8.0,1953-08-02,1.0,1.0,4.0,1.0,1.0,1.0
814,1953,7,20,German Grand Prix,1953-08-02,\N,http://en.wikipedia.org/wiki/1953_German_Grand_Prix,647.0,1.0,8.0,1953-08-02,1.0,1.0,4.0,1.0,1.0,1.0
814,1953,7,20,German Grand Prix,1953-08-02,\N,http://en.wikipedia.org/wiki/1953_German_Grand_Prix,647.0,1.0,8.0,1953-08-02,1.0,1.0,4.0,1.0,1.0,1.0
814,1953,7,20,German Grand Prix,1953-08-02,\N,http://en.wikipedia.org/wiki/1953_German_Grand_Prix,647.0,1.0,8.0,1953-08-02,1.0,1.0,4.0,1.0,1.0,1.0
814,1953,7,20,German Grand Prix,1953-08-02,\N,http://en.wikipedia.org/wiki/1953_German_Grand_Prix,647.0,1.0,8.0,1953-08-02,1.0,1.0,4.0,1.0,1.0,1.0
814,1953,7,20,German Grand Prix,1953-08-02,\N,http://en.wikipedia.org/wiki/1953_German_Grand_Prix,642.0,3.0,1.0,1953-08-02,2.0,3.0,5.0,2.0,4.0,6.0
814,1953,7,20,German Grand Prix,1953-08-02,\N,http://en.wikipedia.org/wiki/1953_German_Grand_Prix,627.0,22.0,10.0,1953-08-02,8.0,10.0,8.0,8.0,10.0,7.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,10.0,-1.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,10.0,-1.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,10.0,-1.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,10.0,-1.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,10.0,-1.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,10.0,-1.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,10.0,-1.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,10.0,-1.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,1.0,4.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,1.0,4.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,1.0,4.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,1.0,4.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,1.0,4.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,1.0,4.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,1.0,4.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,579.0,1.0,4.0,1953-08-23,1.0,2.0,2.0,2.0,11.0,9.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,627.0,14.0,-1.0,1953-08-23,9.0,10.0,10.0,8.0,8.0,10.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,647.0,2.0,1.0,1953-08-23,6.0,8.0,1.0,4.0,1.0,1.0
815,1953,8,66,Swiss Grand Prix,1953-08-23,\N,http://en.wikipedia.org/wiki/1953_Swiss_Grand_Prix,642.0,3.0,2.0,1953-08-23,3.0,1.0,3.0,5.0,2.0,4.0
816,1953,9,14,Italian Grand Prix,1953-09-13,\N,http://en.wikipedia.org/wiki/1953_Italian_Grand_Prix,642.0,3.0,2.0,1953-09-13,4.0,2.0,1.0,3.0,5.0,2.0
816,1953,9,14,Italian Grand Prix,1953-09-13,\N,http://en.wikipedia.org/wiki/1953_Italian_Grand_Prix,633.0,5.0,3.0,1953-09-13,3.0,8.0,6.0,2.0,3.0,3.0
816,1953,9,14,Italian Grand Prix,1953-09-13,\N,http://en.wikipedia.org/wiki/1953_Italian_Grand_Prix,627.0,17.0,16.0,1953-09-13,10.0,10.0,10.0,8.0,8.0,10.0
816,1953,9,14,Italian Grand Prix,1953-09-13,\N,http://en.wikipedia.org/wiki/1953_Italian_Grand_Prix,647.0,1.0,-1.0,1953-09-13,1.0,1.0,8.0,1.0,4.0,1.0
801,1954,3,13,Belgian Grand Prix,1954-06-20,\N,http://en.wikipedia.org/wiki/1954_Belgian_Grand_Prix,579.0,1.0,1.0,1954-06-20,9.0,4.0,2.0,2.0,2.0,11.0
801,1954,3,13,Belgian Grand Prix,1954-06-20,\N,http://en.wikipedia.org/wiki/1954_Belgian_Grand_Prix,642.0,3.0,-1.0,1954-06-20,2.0,2.0,2.0,1.0,3.0,5.0
802,1954,4,55,French Grand Prix,1954-07-04,\N,http://en.wikipedia.org/wiki/1954_French_Grand_Prix,627.0,13.0,-1.0,1954-07-04,8.0,16.0,10.0,10.0,8.0,8.0
802,1954,4,55,French Grand Prix,1954-07-04,\N,http://en.wikipedia.org/wiki/1954_French_Grand_Prix,647.0,3.0,-1.0,1954-07-04,4.0,1.0,8.0,1.0,4.0,1.0
802,1954,4,55,French Grand Prix,1954-07-04,\N,http://en.wikipedia.org/wiki/1954_French_Grand_Prix,633.0,14.0,5.0,1954-07-04,6.0,3.0,8.0,6.0,2.0,3.0
802,1954,4,55,French Grand Prix,1954-07-04,\N,http://en.wikipedia.org/wiki/1954_French_Grand_Prix,579.0,1.0,1.0,1954-07-04,2.0,1.0,4.0,2.0,2.0,2.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,633.0,27.0,-1.0,1954-07-17,3.0,5.0,3.0,8.0,6.0,2.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,30.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,30.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,30.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,30.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,30.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,30.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,30.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,30.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,27.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,27.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,27.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,27.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,27.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,27.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,27.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,647.0,27.0,-1.0,1954-07-17,1.0,1.0,8.0,1.0,4.0,1.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,627.0,31.0,-1.0,1954-07-17,10.0,16.0,10.0,10.0,8.0,8.0
803,1954,5,9,British Grand Prix,1954-07-17,\N,http://en.wikipedia.org/wiki/1954_British_Grand_Prix,579.0,1.0,4.0,1954-07-17,2.0,1.0,1.0,4.0,2.0,2.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,627.0,11.0,8.0,1954-08-01,10.0,16.0,10.0,10.0,8.0,8.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,3.0,-1.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,3.0,-1.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,3.0,-1.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,3.0,-1.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,3.0,-1.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,3.0,-1.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,3.0,-1.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,3.0,-1.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,5.0,2.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,5.0,2.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,5.0,2.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,5.0,2.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,5.0,2.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,5.0,2.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,5.0,2.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,578.0,5.0,2.0,1954-08-01,3.0,2.0,4.0,5.0,6.0,4.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,633.0,10.0,-1.0,1954-08-01,8.0,5.0,3.0,8.0,6.0,2.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,579.0,1.0,1.0,1954-08-01,2.0,4.0,1.0,1.0,4.0,2.0
804,1954,6,20,German Grand Prix,1954-08-01,\N,http://en.wikipedia.org/wiki/1954_German_Grand_Prix,498.0,5.0,2.0,1954-08-01,3.0,1.0,3.0,4.0,3.0,2.0
805,1954,7,66,Swiss Grand Prix,1954-08-22,\N,http://en.wikipedia.org/wiki/1954_Swiss_Grand_Prix,579.0,2.0,1.0,1954-08-22,4.0,1.0,4.0,1.0,1.0,4.0
805,1954,7,66,Swiss Grand Prix,1954-08-22,\N,http://en.wikipedia.org/wiki/1954_Swiss_Grand_Prix,578.0,6.0,-1.0,1954-08-22,3.0,2.0,2.0,4.0,5.0,6.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,5.0,-1.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,5.0,-1.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,5.0,-1.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,5.0,-1.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,5.0,-1.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,5.0,-1.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,5.0,-1.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,5.0,-1.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,13.0,3.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,13.0,3.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,13.0,3.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,13.0,3.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,13.0,3.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,13.0,3.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,13.0,3.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,498.0,13.0,3.0,1954-09-05,2.0,2.0,1.0,3.0,4.0,3.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,633.0,6.0,-1.0,1954-09-05,3.0,5.0,3.0,8.0,6.0,2.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,647.0,2.0,-1.0,1954-09-05,1.0,1.0,8.0,1.0,4.0,1.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,627.0,20.0,8.0,1954-09-05,16.0,8.0,16.0,10.0,10.0,8.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,579.0,1.0,1.0,1954-09-05,1.0,1.0,1.0,4.0,1.0,1.0
806,1954,8,14,Italian Grand Prix,1954-09-05,\N,http://en.wikipedia.org/wiki/1954_Italian_Grand_Prix,578.0,7.0,2.0,1954-09-05,4.0,2.0,2.0,4.0,5.0,6.0
807,1954,9,67,Spanish Grand Prix,1954-10-24,\N,http://en.wikipedia.org/wiki/1954_Spanish_Grand_Prix,579.0,2.0,3.0,1954-10-24,1.0,1.0,1.0,1.0,4.0,1.0
807,1954,9,67,Spanish Grand Prix,1954-10-24,\N,http://en.wikipedia.org/wiki/1954_Spanish_Grand_Prix,627.0,20.0,7.0,1954-10-24,7.0,8.0,8.0,16.0,10.0,10.0
807,1954,9,67,Spanish Grand Prix,1954-10-24,\N,http://en.wikipedia.org/wiki/1954_Spanish_Grand_Prix,647.0,1.0,-1.0,1954-10-24,4.0,1.0,8.0,1.0,4.0,1.0
792,1955,1,25,Argentine Grand Prix,1955-01-16,\N,http://en.wikipedia.org/wiki/1955_Argentine_Grand_Prix,633.0,11.0,-1.0,1955-01-16,2.0,5.0,3.0,8.0,6.0,2.0
792,1955,1,25,Argentine Grand Prix,1955-01-16,\N,http://en.wikipedia.org/wiki/1955_Argentine_Grand_Prix,633.0,11.0,-1.0,1955-01-16,2.0,5.0,3.0,8.0,6.0,2.0
792,1955,1,25,Argentine Grand Prix,1955-01-16,\N,http://en.wikipedia.org/wiki/1955_Argentine_Grand_Prix,633.0,11.0,-1.0,1955-01-16,2.0,5.0,3.0,8.0,6.0,2.0
792,1955,1,25,Argentine Grand Prix,1955-01-16,\N,http://en.wikipedia.org/wiki/1955_Argentine_Grand_Prix,633.0,11.0,-1.0,1955-01-16,2.0,5.0,3.0,8.0,6.0,2.0
792,1955,1,25,Argentine Grand Prix,1955-01-16,\N,http://en.wikipedia.org/wiki/1955_Argentine_Grand_Prix,633.0,11.0,-1.0,1955-01-16,2.0,5.0,3.0,8.0,6.0,2.0
792,1955,1,25,Argentine Grand Prix,1955-01-16,\N,http://en.wikipedia.org/wiki/1955_Argentine_Grand_Prix,633.0,11.0,-1.0,1955-01-16,2.0,5.0,3.0,8.0,6.0,2.0
792,1955,1,25,Argentine Grand Prix,1955-01-16,\N,http://en.wikipedia.org/wiki/1955_Argentine_Grand_Prix,633.0,11.0,-1.0,1955-01-16,2.0,5.0,3.0,8.0,6.0,2.0
